,time,BTCUSDT,ETHUSDT,SOLUSDT,BCHUSDT,XRPUSDT,LTCUSDT,ADAUSDT,LINKUSDT,DOGEUSDT,WIFUSDT,MATICUSDT,UNIUSDT,AAVEUSDT,DYDXUSDT,CRVUSDT,z_score_BTCUSDT,z_score_ETHUSDT,z_score_SOLUSDT,z_score_BCHUSDT,z_score_XRPUSDT,z_score_LTCUSDT,z_score_ADAUSDT,z_score_LINKUSDT,z_score_DOGEUSDT,z_score_WIFUSDT,z_score_MATICUSDT,z_score_UNIUSDT,z_score_AAVEUSDT,z_score_DYDXUSDT,z_score_CRVUSDT
86,2024-03-21 07:00:00,66979.4,3517.81,188.579,430.03,0.60477,84.92,0.63126,18.149,0.153802,2.428,0.99,11.8554,119.505,3.353,0.668,,,,,,,,,,,,,,,
87,2024-03-21 07:00:00,66979.4,3517.81,188.579,430.03,0.60477,84.92,0.63126,18.149,0.153802,2.428,0.99,11.8554,119.505,3.353,0.668,,,,,,,,,,,,,,,
88,2024-03-21 08:00:00,67287.1,3570.35,188.225,429.92,0.60819,85.61,0.63568,18.271,0.153487,2.4509,0.9964,11.9892,120.668,3.377,0.6753,,,,,,,,,,,,,,,
89,2024-03-21 08:00:00,67287.1,3570.35,188.225,429.92,0.60819,85.61,0.63568,18.271,0.153487,2.4509,0.9964,11.9892,120.668,3.377,0.6753,,,,,,,,,,,,,,,
90,2024-03-21 09:00:00,66842.7,3537.8,187.9035,431.41,0.61483,85.13,0.63346,18.204,0.151929,2.4238,0.9955,11.987,120.162,3.386,0.6734,,,,,,,,,,,,,,,
91,2024-03-21 09:00:00,66842.7,3537.8,187.9035,431.41,0.61483,85.13,0.63346,18.204,0.151929,2.4238,0.9955,11.987,120.162,3.386,0.6734,,,,,,,,,,,,,,,
92,2024-03-21 10:00:00,66969.1,3543.12,189.3197,431.37,0.61738,85.15,0.63641,18.287,0.151788,2.4209,0.9997,12.075,120.838,3.406,0.6761,,,,,,,,,,,,,,,
93,2024-03-21 10:00:00,66969.1,3543.12,189.3197,431.37,0.61738,85.15,0.63641,18.287,0.151788,2.4209,0.9997,12.075,120.838,3.406,0.6761,,,,,,,,,,,,,,,
94,2024-03-21 11:00:00,67041.0,3532.03,189.3802,431.04,0.61797,85.38,0.6334,18.247,0.151613,2.4101,0.9984,12.06,120.795,3.378,0.6745,,,,,,,,,,,,,,,
95,2024-03-21 11:00:00,67041.0,3532.03,189.3802,431.04,0.61797,85.38,0.6334,18.247,0.151613,2.4101,0.9984,12.06,120.795,3.378,0.6745,,,,,,,,,,,,,,,
96,2024-03-21 12:00:00,67256.3,3542.36,189.801,429.69,0.61641,85.04,0.63196,18.236,0.152999,2.3644,0.9988,12.0445,119.831,3.366,0.6712,,,,,,,,,,,,,,,
97,2024-03-21 12:00:00,67256.3,3542.36,189.801,429.69,0.61641,85.04,0.63196,18.236,0.152999,2.3644,0.9988,12.0445,119.831,3.366,0.6712,,,,,,,,,,,,,,,
98,2024-03-21 13:00:00,66734.6,3521.38,187.4932,422.91,0.6215,85.45,0.63165,18.417,0.152427,2.3482,0.9967,11.9956,119.657,3.38,0.6689,,,,,,,,,,,,,,,
99,2024-03-21 13:00:00,66734.6,3521.38,187.4932,422.91,0.6215,85.45,0.63165,18.417,0.152427,2.3482,0.9967,11.9956,119.657,3.38,0.6689,,,,,,,,,,,,,,,
100,2024-03-21 14:00:00,66875.7,3530.89,188.3209,422.85,0.62856,86.33,0.63617,18.715,0.156,2.3838,1.0001,12.1083,120.594,3.408,0.6751,,,,,,,,,,,,,,,
101,2024-03-21 14:00:00,66875.7,3530.89,188.3209,422.85,0.62856,86.33,0.63617,18.715,0.156,2.3838,1.0001,12.1083,120.594,3.408,0.6751,,,,,,,,,,,,,,,
102,2024-03-21 15:00:00,66571.7,3498.61,185.7661,424.07,0.63653,86.23,0.63691,18.489,0.157034,2.3913,0.999,12.0499,120.459,3.4,0.6689,,,,,,,,,,,,,,,
103,2024-03-21 15:00:00,66571.7,3498.61,185.7661,424.07,0.63653,86.23,0.63691,18.489,0.157034,2.3913,0.999,12.0499,120.459,3.4,0.6689,,,,,,,,,,,,,,,
104,2024-03-21 16:00:00,66806.2,3529.85,186.7644,421.02,0.63931,86.41,0.64527,18.784,0.156511,2.3811,1.0087,12.1689,123.222,3.434,0.6825,,,,,,,,,,,,,,,
105,2024-03-21 16:00:00,66806.2,3529.85,186.7644,421.02,0.63931,86.41,0.64527,18.784,0.156511,2.3811,1.0087,12.1689,123.222,3.434,0.6825,,,,,,,,,,,,,,,
106,2024-03-21 17:00:00,65754.4,3474.43,181.3109,421.14,0.64329,85.84,0.63347,18.573,0.152188,2.3085,0.9937,11.9491,122.178,3.397,0.6733,,,,,,,,,,,,,,,
107,2024-03-21 17:00:00,65754.4,3474.43,181.3109,421.14,0.64329,85.84,0.63347,18.573,0.152188,2.3085,0.9937,11.9491,122.178,3.397,0.6733,,,,,,,,,,,,,,,
