time,BTCUSDT,ETHUSDT,BNBUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,TONUSDT,ADAUSDT,SHIBUSDT,AVAXUSDT,TRXUSDT,LINKUSDT,UNIUSDT,DOTUSDT,BCHUSDT,NEARUSDT,LTCUSDT,POLUSDT,PEPEUSDT,ICPUSDT,KASUSDT,FETUSDT,ETCUSDT,APTUSDT,HBARUSDT,FILUSDT,STXUSDT,XLMUSDT,ARBUSDT,IMXUSDT,INJUSDT,WIFUSDT,SUIUSDT,GRTUSDT
2024-03-08 14:30:00,68397,3977.61,484.49,149.7298,0.62791,0.170213,2.79,0.73623,0.000036533,43.783,0.13708,19.97,14.9322,10.5,436.79,5.379,88.41,,0.0000089741,14.503,,2.5592,38.858,13.07,0.1294,10.22,2.8798,0.14214,2.2604,3.3839,42.034,2.1309,1.53626,0.33694
2024-03-08 14:45:00,68484.4,3975.81,485.44,151.9525,0.62728,0.168769,2.791,0.7379,0.000035732,43.808,0.13708,20.12,14.82,10.515,436.93,5.414,88.33,,0.0000087181,14.451,,2.59,38.711,13.126,0.12818,10.117,2.8991,0.14182,2.234,3.3763,42.371,2.1286,1.54418,0.33656
2024-03-08 15:00:00,68857.5,3969.76,483.15,151.663,0.6262,0.169619,2.778,0.73438,0.000035627,43.519,0.13689,20.048,14.8013,10.54,441.23,5.412,88.23,,0.0000085594,14.453,,2.6604,38.529,13.074,0.12789,10.088,2.899,0.14128,2.2056,3.3564,42.984,2.1403,1.54552,0.33567
2024-03-08 15:15:00,69726.8,3994.72,482.52,149.6936,0.62866,0.170664,2.787,0.74124,0.000035775,43.36,0.137,20.068,14.8989,10.507,444.65,5.396,89.16,,0.0000086165,14.512,,2.5738,39.129,13.026,0.12775,10.177,2.9998,0.14229,2.1891,3.3351,42.389,2.1205,1.53261,0.33501
2024-03-08 15:30:00,68284.8,3941.93,478.47,146.707,0.61728,0.166282,2.735,0.72432,0.000035002,42.729,0.13647,19.877,14.7857,10.3,434.88,5.3215,87.13,,0.0000085277,14.352,,2.8,38.132,12.993,0.12719,9.986,2.8969,0.14037,2.1571,3.2956,42.03,2.1234,1.51591,0.33447
2024-03-08 15:45:00,67651.9,3901.36,472.25,145.5645,0.61448,0.16311,2.725,0.71963,0.000034389,42.449,0.13635,19.709,14.521,10.228,432.55,5.34,86.45,,0.0000085761,14.277,,2.7543,37.778,12.852,0.12673,10.141,2.852,0.13921,2.1376,3.2803,41.791,2.0919,1.50772,0.33704
2024-03-08 16:00:00,66483.4,3831.06,464.46,142.6674,0.60403,0.159703,2.695,0.70212,0.000033175,41.198,0.13582,19.295,14.226,9.986,418.88,5.243,84.7,,0.0000083071,14.023,,2.7122,37.028,12.667,0.12495,9.859,2.7811,0.13695,2.0985,3.2248,41.011,2.0922,1.48923,0.33028
2024-03-08 16:15:00,66857,3862.22,469.48,145.1269,0.6091,0.162876,2.72,0.71262,0.000034172,41.837,0.13595,19.472,14.4489,10.121,425.95,5.283,85.77,,0.000008613,14.171,,2.731,37.43,12.794,0.12662,10.043,2.7924,0.13801,2.127,3.2708,41.465,2.0977,1.50532,0.33936
2024-03-08 16:30:00,67330.2,3884.77,475.34,147.773,0.61451,0.165432,2.739,0.72207,0.000035114,42.335,0.1362,19.698,14.5771,10.223,429.4,5.4125,86.68,,0.0000089169,14.324,,2.8311,37.923,12.927,0.1282,10.11,2.8448,0.13966,2.1565,3.3103,41.919,2.0955,1.50837,0.34309
2024-03-08 16:45:00,67846.4,3907.84,478.2,148.696,0.61772,0.166346,2.759,0.72386,0.0000352,42.559,0.13636,19.917,14.8278,10.267,433.61,5.4085,87.55,,0.0000090202,14.413,,2.8322,38.176,12.946,0.12823,10.119,2.8515,0.13998,2.1704,3.3526,41.924,2.0968,1.52031,0.34193
2024-03-08 17:00:00,67962.9,3908.18,479.19,148.1111,0.62112,0.166207,2.766,0.72492,0.000035107,42.467,0.13638,19.784,14.609,10.296,433.58,5.4165,87.31,,0.0000089774,14.444,,2.8506,38.243,12.912,0.12802,10.281,2.8562,0.14024,2.1631,3.3863,41.724,2.1165,1.51896,0.34353
2024-03-08 17:15:00,68300.1,3930.56,482.4,148.1705,0.62232,0.167158,2.772,0.72875,0.000035387,42.704,0.13658,19.884,14.7303,10.432,434.67,5.503,87.32,,0.0000088901,14.486,,2.8956,38.443,12.951,0.12921,10.708,2.8549,0.14132,2.1803,3.4315,42.001,2.1368,1.52053,0.34892
2024-03-08 17:30:00,68343.7,3942.33,480.88,149.6899,0.62236,0.167838,2.783,0.72978,0.000035695,42.875,0.13658,19.917,14.764,10.529,436.32,5.516,87.51,,0.0000091192,14.577,,2.915,38.445,13.026,0.12946,10.852,2.8569,0.14188,2.1814,3.4126,42.243,2.1376,1.52516,0.34595
2024-03-08 17:45:00,68384.6,3945.91,481.98,149.8348,0.62258,0.169806,2.791,0.72897,0.00003529,42.813,0.13666,19.846,14.7656,10.511,435.71,5.5365,87.46,,0.0000090108,14.462,,2.8638,38.424,12.998,0.12895,10.959,2.8607,0.14121,2.1793,3.3936,41.955,2.1408,1.5241,0.34454
2024-03-08 18:00:00,68748.8,3949.62,483.47,149.9599,0.624,0.169717,2.79,0.72922,0.000035421,42.751,0.13662,19.856,14.7514,10.557,435.56,5.59,87.39,,0.0000089814,14.528,,2.8411,38.44,13.041,0.12861,11.226,2.8603,0.1411,2.1748,3.3869,41.866,2.1148,1.52598,0.34363
2024-03-08 18:15:00,68466,3930.91,483.72,148.753,0.62122,0.168334,2.774,0.72521,0.000035049,42.583,0.13651,19.776,14.6352,10.552,432.47,5.5185,87.05,,0.0000088986,14.497,,2.8631,38.226,12.988,0.1287,11.276,2.8437,0.1405,2.1679,3.3541,41.76,2.113,1.52061,0.34139
2024-03-08 18:30:00,68466.5,3925.19,484.12,148.1497,0.6198,0.169637,2.774,0.72346,0.000035411,42.435,0.13642,19.696,14.593,10.501,431.49,5.4685,86.91,,0.0000090333,14.492,,2.8457,38.081,12.962,0.12879,11.24,2.8338,0.14049,2.158,3.3267,41.492,2.1036,1.51863,0.34157
2024-03-08 18:45:00,68603.2,3930.81,484.5,148.3204,0.62092,0.169245,2.783,0.72536,0.000035635,42.584,0.13649,19.744,14.6355,10.515,432.22,5.491,87.2,,0.0000089809,14.518,,2.8585,38.167,13.017,0.12925,11.417,2.8391,0.1406,2.159,3.3371,41.423,2.1367,1.52219,0.34298
2024-03-08 19:00:00,68730.4,3924.45,484.94,147.7005,0.62079,0.169048,2.78,0.72481,0.00003556,42.522,0.13655,19.76,14.5859,10.536,432.72,5.556,87.1,,0.0000090116,14.548,,2.8417,38.156,13.009,0.12938,11.346,2.8356,0.14024,2.1636,3.3324,41.392,2.1223,1.52444,0.3433
2024-03-08 19:15:00,68448.9,3903.75,485.55,147.049,0.6182,0.167953,2.768,0.72185,0.000035177,42.337,0.13632,19.666,14.5605,10.464,432.37,5.4815,86.67,,0.0000089291,14.462,,2.7908,37.918,12.992,0.1291,11.367,2.8121,0.14031,2.1492,3.3177,41.245,2.0956,1.51995,0.34097
2024-03-08 19:30:00,68644.1,3916,482.96,147.1014,0.6178,0.167341,2.781,0.72056,0.000035146,42.433,0.13638,19.659,14.5402,10.449,431.55,5.493,86.76,,0.0000088504,14.503,,2.7583,37.932,12.984,0.12918,11.398,2.8095,0.14026,2.1531,3.3117,41.223,2.078,1.52001,0.33914
2024-03-08 19:45:00,68902.4,3930.78,484.02,148.2039,0.62022,0.167847,2.801,0.72413,0.000035009,42.637,0.13659,19.768,14.6113,10.494,433.78,5.555,87.14,,0.0000088068,14.622,,2.7938,38.056,13.039,0.12908,11.662,2.8197,0.1405,2.1551,3.3186,41.485,2.1235,1.52529,0.34003
2024-03-08 20:00:00,69107,3936.11,484.89,148.4286,0.62231,0.171118,2.797,0.72512,0.000035469,42.713,0.13657,19.746,14.6068,10.542,436.5,5.532,87.46,,0.000009091,14.596,,2.8079,38.221,13.076,0.12891,11.599,2.8277,0.14095,2.1575,3.3203,41.294,2.1427,1.52728,0.33938
2024-03-08 20:15:00,69030.8,3930.08,482.38,147.4144,0.62081,0.17111,2.79,0.72224,0.000035325,42.6,0.13637,19.661,14.5613,10.51,434.79,5.543,87.29,,0.0000090511,14.573,,2.777,38.095,13.045,0.12911,11.615,2.8234,0.14034,2.1506,3.3178,41.114,2.1224,1.521,0.3382
2024-03-08 20:30:00,69088.1,3926.43,481.91,146.4435,0.62172,0.171579,2.798,0.7225,0.000035844,42.566,0.13639,19.677,14.5663,10.44,434.06,5.533,88.22,,0.00000933,14.612,,2.7523,38.128,13.018,0.12895,11.6,2.8159,0.14041,2.1432,3.3375,41.093,2.1297,1.51876,0.33779
2024-03-08 20:45:00,69097,3941.28,483.44,146.9041,0.62289,0.169903,2.806,0.72423,0.000035678,42.699,0.13651,19.691,14.5927,10.472,435.2,5.598,88.05,,0.0000093157,14.614,,2.7644,38.37,13.064,0.12937,11.671,2.8243,0.14084,2.1491,3.3478,41.22,2.0758,1.52655,0.34148
2024-03-08 21:00:00,69022.6,3940.28,483.65,146.4411,0.62255,0.170144,2.831,0.72482,0.000035524,42.721,0.13658,19.716,14.6131,10.488,434.8,5.659,87.72,,0.0000092707,14.621,,2.7444,38.375,13.077,0.12954,11.691,2.8218,0.14152,2.15,3.3605,41.359,2.1006,1.52966,0.34079
2024-03-08 21:15:00,68737,3924,481.1,145.429,0.62262,0.168825,2.825,0.72452,0.000035237,42.725,0.13647,19.698,14.6057,10.523,433.49,5.68,87.53,,0.0000091518,14.622,,2.7573,38.194,13.046,0.12975,11.645,2.8256,0.14128,2.1447,3.3579,41.377,2.1031,1.52904,0.33963
2024-03-08 21:30:00,68636.1,3916.91,479.49,144.4293,0.61974,0.167649,2.816,0.72266,0.000034861,42.493,0.13641,19.611,14.57,10.477,432.18,5.6085,87.2,,0.000009009,14.601,,2.7289,38.026,13.004,0.12991,11.569,2.8191,0.14112,2.1331,3.3321,41.266,2.0953,1.52796,0.33815
2024-03-08 21:45:00,68195.6,3905.26,478.89,144.4069,0.61932,0.166023,2.815,0.72088,0.000034828,42.398,0.13641,19.595,14.5667,10.472,431.04,5.6305,87.08,,0.0000089562,14.568,,2.726,37.877,13.025,0.12957,11.578,2.8156,0.14089,2.1267,3.3423,41.182,2.0755,1.52692,0.33783
2024-03-08 22:00:00,68303.3,3905,479.91,144.6069,0.62069,0.165409,2.831,0.72249,0.000034861,42.515,0.1365,19.682,14.6328,10.506,433.52,5.67,87.4,,0.0000090809,14.626,,2.7508,38.061,13.16,0.13004,11.764,2.8381,0.14133,2.1339,3.3674,41.371,2.0928,1.53324,0.33985
2024-03-08 22:15:00,68237.1,3905.14,480.22,145.2072,0.62199,0.165706,2.828,0.7239,0.000035059,42.611,0.13646,19.685,14.589,10.555,436.45,5.7335,87.81,,0.0000092094,14.628,,2.7687,38.088,13.182,0.13083,11.708,2.8437,0.14155,2.1364,3.3614,41.49,2.1011,1.54102,0.33957
2024-03-08 22:30:00,68330.3,3901.67,479.87,145.2133,0.6201,0.166192,2.818,0.72371,0.00003512,42.695,0.13642,19.711,14.6031,10.627,436.28,5.742,88.07,,0.0000093034,14.733,,2.7612,38.105,13.218,0.13077,11.771,2.8366,0.14155,2.1373,3.3558,41.559,2.0722,1.5405,0.33874
2024-03-08 22:45:00,68109.8,3877.89,478.7,144.2987,0.61843,0.16491,2.822,0.72201,0.000035045,42.49,0.1364,19.655,14.5827,10.575,434.03,5.626,87.57,,0.0000091096,14.655,,2.7475,37.947,13.207,0.13022,11.72,2.8254,0.14117,2.1293,3.3486,41.533,2.0519,1.53782,0.33948
2024-03-08 23:00:00,68264.5,3898.21,480.89,145.2243,0.62115,0.1671,2.826,0.72565,0.000035528,42.742,0.13655,19.763,14.664,10.62,436.11,5.698,87.9,,0.0000091976,14.772,,2.7234,38.067,13.283,0.13073,11.613,2.8456,0.14176,2.1428,3.3626,41.777,2.0339,1.55661,0.34067
2024-03-08 23:15:00,68210.3,3891.5,481.86,145.4762,0.62135,0.165652,2.835,0.72477,0.00003537,42.83,0.13655,19.764,14.623,10.622,435.1,5.6755,87.81,,0.0000091444,14.71,,2.7543,38.04,13.316,0.13052,11.538,2.8394,0.14178,2.1392,3.3919,41.66,2.0532,1.55305,0.34292
2024-03-08 23:30:00,68090.1,3881.38,482.47,144.8702,0.61971,0.164186,2.836,0.72391,0.000035268,42.693,0.13654,19.706,14.576,10.632,434.19,5.7075,88,,0.0000090349,14.65,,2.7263,38.007,13.275,0.13038,11.526,2.8342,0.14136,2.1318,3.3758,41.492,2.0705,1.54861,0.34047
2024-03-08 23:45:00,68145.3,3883.44,485.27,145.0697,0.62015,0.164746,2.839,0.72444,0.000035249,42.667,0.13655,19.711,14.597,10.64,436.66,5.744,88.4,,0.000009014,14.652,,2.7502,38.086,13.224,0.13049,11.464,2.8322,0.14178,2.1344,3.3743,41.473,2.0853,1.54457,0.33993
2024-03-09 00:00:00,68250.2,3889.03,487.23,146.1538,0.62022,0.166314,2.866,0.72427,0.000035753,42.767,0.13665,19.737,14.5793,10.639,438.6,5.664,88.53,,0.0000091764,14.657,,2.7478,38.421,13.234,0.13147,11.54,2.8281,0.14134,2.1297,3.3387,41.512,2.0977,1.54052,0.33755
2024-03-09 00:15:00,68121.6,3897.34,485.71,146.325,0.6201,0.165931,2.821,0.72378,0.000035765,42.859,0.13667,19.757,14.7082,10.675,437.86,5.668,88.53,,0.0000091774,14.605,,2.7404,38.373,13.323,0.13079,11.619,2.8214,0.1411,2.138,3.3246,41.283,2.1406,1.53578,0.34131
2024-03-09 00:30:00,68110,3901.43,484.39,146.662,0.6205,0.168835,2.813,0.72499,0.000036537,42.867,0.13663,19.789,14.741,10.671,445.55,5.64,88.92,,0.0000094623,14.657,,2.7546,38.428,13.337,0.13052,11.74,2.8245,0.14111,2.1335,3.3261,41.453,2.1353,1.53626,0.34468
2024-03-09 00:45:00,68115.7,3905.12,483.11,146.3574,0.62381,0.167857,2.802,0.72931,0.000036187,42.956,0.13672,19.844,14.8495,10.681,454.17,5.6225,89.21,,0.0000098352,14.626,,2.7249,38.98,13.326,0.13052,11.629,2.8305,0.14184,2.1369,3.3383,41.449,2.1595,1.53387,0.34635
2024-03-09 01:00:00,67937.6,3896.03,482.73,145.0301,0.62321,0.166321,2.783,0.72317,0.000036022,42.71,0.13666,19.782,14.7445,10.578,446.42,5.669,89.92,,0.000009671,14.518,,2.787,38.756,13.295,0.13003,11.595,2.8112,0.14167,2.1173,3.323,41.221,2.1407,1.52168,0.34885
2024-03-09 01:15:00,68129.1,3906.61,483.5,146.0661,0.62585,0.168641,2.788,0.72814,0.000036435,42.871,0.13672,19.832,14.7912,10.657,451.68,5.6465,89.34,,0.000009795,14.672,,2.7618,38.811,13.341,0.13012,11.685,2.8224,0.14159,2.126,3.3475,41.334,2.1633,1.53093,0.34876
2024-03-09 01:30:00,68011.3,3905.47,482.66,145.4837,0.62459,0.169375,2.797,0.72747,0.000036099,42.648,0.13682,19.786,14.8757,10.751,449.98,5.6365,89.01,,0.0000097228,14.753,,2.7688,38.681,13.404,0.12998,11.698,2.8175,0.14157,2.1323,3.3459,41.35,2.1573,1.52821,0.34563
2024-03-09 01:45:00,67942.8,3904.59,482.1,145.3807,0.62356,0.168905,2.796,0.72651,0.000035902,42.652,0.13676,19.752,14.8007,10.693,448.66,5.7185,88.91,,0.0000096284,14.8,,2.783,38.601,13.423,0.12992,11.748,2.8265,0.14171,2.132,3.3565,41.372,2.1275,1.53184,0.35272
2024-03-09 02:00:00,67962.7,3915.06,483.65,145.7532,0.62493,0.16788,2.799,0.72916,0.000035505,42.68,0.13676,19.787,14.7894,10.668,446.66,5.874,88.89,,0.0000095059,14.721,,2.814,38.631,13.425,0.13051,11.727,2.8288,0.14209,2.1347,3.3622,41.44,2.122,1.53634,0.35359
2024-03-09 02:15:00,68091.4,3916.58,485.18,146.0837,0.6254,0.167901,2.821,0.73016,0.000035529,42.586,0.13688,19.85,14.7599,10.658,450.07,5.7985,89.05,,0.0000093978,14.712,,2.8927,38.761,13.465,0.13081,11.749,2.8312,0.14186,2.1263,3.3602,41.638,2.1233,1.53651,0.35854
2024-03-09 02:30:00,68183.7,3918.6,483.66,146.5309,0.62635,0.169511,2.821,0.72941,0.000035513,42.62,0.1369,19.838,14.7798,10.598,447.65,5.693,88.92,,0.0000092028,14.677,,2.9346,38.862,13.474,0.13031,11.566,2.8381,0.14175,2.1322,3.3393,41.874,2.1147,1.53022,0.36789
2024-03-09 02:45:00,68182.5,3920.29,483.82,146.654,0.62779,0.169403,2.823,0.72846,0.000035593,42.554,0.13682,19.818,14.849,10.585,447.73,5.6585,88.7,,0.0000093088,14.745,,2.8525,38.855,13.592,0.13056,11.469,2.844,0.14213,2.134,3.3538,41.816,2.1081,1.53131,0.36228
2024-03-09 03:00:00,68172.8,3923.95,483.18,146.4315,0.62714,0.169589,2.824,0.72903,0.000035795,42.627,0.13676,19.906,14.806,10.598,447.86,5.6405,88.68,,0.0000094881,14.825,,2.81,39.06,13.572,0.13015,11.406,2.8428,0.14237,2.1454,3.358,41.73,2.0836,1.5313,0.36049
2024-03-09 03:15:00,68250.7,3924,483.8,146.3973,0.62693,0.170889,2.812,0.72891,0.000036139,42.655,0.13682,19.866,14.8828,10.593,447.03,5.655,88.66,,0.0000094225,14.853,,2.854,38.875,13.703,0.13044,11.397,2.8519,0.14261,2.1421,3.3666,41.666,2.113,1.53545,0.36655
2024-03-09 03:30:00,68184.7,3924.4,487.66,146.0508,0.62624,0.170008,2.813,0.72988,0.000036074,42.614,0.13681,19.952,14.8185,10.605,446.25,5.7005,88.71,,0.000009483,14.837,,2.8758,38.804,13.727,0.13072,11.402,2.8494,0.14277,2.1439,3.383,41.658,2.0878,1.53404,0.36803
2024-03-09 03:45:00,68267,3925,488.54,146.1331,0.6263,0.169565,2.815,0.72948,0.000036081,42.685,0.13682,20.053,15.0078,10.647,446.85,5.67,88.89,,0.0000096161,14.804,,2.8513,38.801,13.662,0.13086,11.438,2.8507,0.14303,2.1456,3.376,41.726,2.0797,1.53529,0.36922
2024-03-09 04:00:00,68222.5,3929.96,486,146.2494,0.62612,0.171399,2.816,0.72975,0.000036368,42.782,0.13689,20.098,14.9146,10.643,446.68,5.6715,88.78,,0.0000095957,14.761,,2.8183,39.488,13.703,0.13078,11.536,2.8479,0.14306,2.1471,3.3909,41.83,2.0703,1.53622,0.37666
2024-03-09 04:15:00,68230.8,3927.94,486.04,146.7636,0.62632,0.171143,2.817,0.73399,0.000036197,42.947,0.13687,20.162,14.9287,10.694,448.44,5.8195,88.67,,0.0000095441,14.826,,2.8138,39.163,13.764,0.13149,11.552,2.8448,0.1434,2.1521,3.4038,41.914,2.1024,1.54098,0.37294
2024-03-09 04:30:00,68240.8,3926.48,487.9,146.8553,0.62725,0.169843,2.826,0.73182,0.000035886,42.906,0.13682,20.125,14.9061,10.714,446.89,5.823,88.65,,0.0000094136,14.81,,2.8298,39.106,13.739,0.13141,11.642,2.8462,0.14359,2.1495,3.4021,41.838,2.0767,1.53716,0.37535
2024-03-09 04:45:00,68331.3,3927.66,487.43,147.1515,0.62706,0.172497,2.83,0.73393,0.000035987,42.903,0.13689,20.101,14.898,10.688,446.36,5.8475,88.5,,0.0000094264,14.814,,2.9024,39.072,13.691,0.13178,11.634,2.851,0.14377,2.1548,3.4015,41.781,2.0923,1.54108,0.37645
2024-03-09 05:00:00,68270.6,3921.89,488.87,146.9709,0.62715,0.171706,2.829,0.73385,0.000035719,42.829,0.13692,20.026,14.8212,10.662,444.19,5.8225,88.52,,0.000009207,14.757,,2.8761,38.967,13.704,0.13049,11.761,2.8328,0.14315,2.1462,3.3607,41.526,2.0947,1.53118,0.37957
2024-03-09 05:15:00,68309.6,3923.97,488,147.1849,0.62808,0.171157,2.83,0.73263,0.000035556,42.748,0.13695,20.03,14.7933,10.637,443.23,5.84,88.49,,0.0000090571,14.792,,2.9446,38.869,13.646,0.13117,11.677,2.8384,0.14292,2.145,3.3756,41.245,2.1302,1.52865,0.38238
2024-03-09 05:30:00,68281.5,3924.51,486.91,148.0432,0.6305,0.171898,2.828,0.7335,0.000035498,42.937,0.13696,20.005,14.7799,10.642,444.16,6.033,88.46,,0.0000090053,14.762,,2.9219,38.987,13.594,0.13135,11.669,2.8447,0.14337,2.1423,3.388,41.347,2.1359,1.53778,0.3871
2024-03-09 05:45:00,68280.3,3922.34,485.5,148.4999,0.62972,0.171374,2.834,0.73325,0.000035535,42.829,0.13696,19.976,14.7682,10.618,443.29,6.0235,88.34,,0.0000091264,14.736,,2.9444,38.893,13.603,0.13075,11.615,2.8414,0.14315,2.1517,3.3858,41.473,2.1436,1.5455,0.39927
2024-03-09 06:00:00,68247.9,3923.89,486.04,148.7815,0.62993,0.169837,2.842,0.73341,0.000035413,43.056,0.13696,19.986,14.765,10.643,441.62,6.011,88.75,,0.0000091506,14.924,,2.9739,38.827,13.615,0.13069,11.518,2.8379,0.1429,2.1572,3.4136,41.764,2.1407,1.54258,0.40458
2024-03-09 06:15:00,68310.6,3926.13,486.96,149.0943,0.63089,0.169081,2.855,0.73541,0.000035303,43.159,0.13697,20.055,14.7701,10.73,440.96,6.151,88.56,,0.0000091152,14.958,,2.9842,38.739,13.627,0.13077,11.496,2.8381,0.14282,2.1567,3.4439,42.038,2.1637,1.54038,0.3949
2024-03-09 06:30:00,68417.8,3932.44,485.71,149.0673,0.63072,0.170063,2.857,0.7332,0.000035645,43.081,0.13696,20.028,14.719,10.702,442.55,6.096,88.76,,0.0000092394,14.917,,2.9337,38.888,13.577,0.13053,11.433,2.8331,0.14266,2.157,3.473,41.993,2.16,1.53866,0.4007
2024-03-09 06:45:00,68454.6,3940,487.72,149.1176,0.63181,0.169545,2.872,0.73468,0.000035541,43.116,0.13707,20.012,14.721,10.727,443,6.0855,88.82,,0.0000091818,14.848,,2.9195,38.899,13.528,0.13026,11.43,2.8405,0.14247,2.155,3.48,42.055,2.1835,1.53558,0.39731
2024-03-09 07:00:00,68528.5,3942.19,486.42,148.8946,0.63186,0.170111,2.874,0.737,0.00003562,43.172,0.13685,20.057,14.7269,10.769,444.62,6.1465,89,,0.000009244,14.922,,2.9424,39.058,13.55,0.13029,11.455,2.8426,0.1426,2.1639,3.4841,42.014,2.1933,1.54549,0.396
2024-03-09 07:15:00,68523.5,3936.75,488.16,148.294,0.63111,0.169727,2.875,0.73839,0.000035472,43.135,0.13633,20.079,14.7466,10.763,445.77,6.1795,88.77,,0.0000091683,14.918,,2.9827,39.016,13.585,0.1304,11.482,2.858,0.14278,2.1599,3.4978,42.208,2.1737,1.54577,0.40177
2024-03-09 07:30:00,68517.3,3932.57,487.02,148.8418,0.63039,0.169459,2.862,0.73989,0.000035611,43.153,0.13645,20.058,14.7934,10.752,445.94,6.227,88.83,,0.0000091882,14.957,,2.9987,39.006,13.59,0.13029,11.586,2.8647,0.14282,2.1613,3.5001,42.339,2.1739,1.55017,0.39962
2024-03-09 07:45:00,68316,3927.78,487.01,148.5532,0.62934,0.168005,2.866,0.73749,0.00003523,43.058,0.13638,19.976,14.6756,10.708,443.85,6.278,88.77,,0.0000090406,15.137,,2.983,38.872,13.516,0.12999,11.485,2.8514,0.14254,2.1536,3.4921,42.373,2.1804,1.54871,0.39804
2024-03-09 08:00:00,68387.4,3936,485.84,148.5006,0.62928,0.171144,2.9,0.73873,0.00003565,43.073,0.13642,20.016,14.6737,10.673,443.97,6.2865,88.7,,0.0000091854,15.206,,2.9787,39.043,13.546,0.13067,11.555,2.8569,0.1428,2.1614,3.5362,42.484,2.155,1.54995,0.3991
2024-03-09 08:15:00,68423.4,3936.68,486.88,148.8472,0.6295,0.170837,2.876,0.73893,0.000035687,43.215,0.13647,20.049,14.579,10.724,444.44,6.2915,88.44,,0.000009134,15.176,,3.0607,39.054,13.573,0.13088,11.46,2.8583,0.14293,2.164,3.5269,42.471,2.1865,1.55068,0.4028
2024-03-09 08:30:00,68471.8,3936.15,486.08,148.1226,0.6276,0.16953,2.866,0.73574,0.000035552,43.062,0.13639,20.016,14.549,10.719,442.45,6.1965,88.5,,0.0000088627,15.145,,3.0051,39.15,13.545,0.13052,11.536,2.843,0.14244,2.1519,3.5146,42.321,2.1913,1.55563,0.39811
2024-03-09 08:45:00,68344.9,3926.02,484.99,147.4578,0.6246,0.166924,2.87,0.73401,0.00003503,42.901,0.13642,19.912,14.421,10.693,442.27,6.37,88.32,,0.0000088502,15.1,,2.9668,39.027,13.56,0.13054,11.648,2.8341,0.14208,2.1405,3.4896,42.207,2.1936,1.55275,0.399
2024-03-09 09:00:00,68318.4,3926.96,485.93,147.8584,0.62409,0.16663,2.877,0.73496,0.000034996,43.084,0.1364,19.932,14.422,10.729,442.91,6.438,88.22,,0.0000089144,15.201,,3.0098,38.741,13.563,0.13075,11.487,2.8437,0.14216,2.1432,3.4818,42.53,2.1621,1.55368,0.40758
2024-03-09 09:15:00,68400.1,3930.6,486.55,148.4265,0.62475,0.166886,2.885,0.73629,0.000034877,43.204,0.13645,19.958,14.4673,10.753,442.49,6.396,88.3,,0.0000088542,15.233,,3.0515,38.79,13.615,0.13096,11.483,2.8535,0.14206,2.1481,3.5074,42.423,2.1483,1.55073,0.41575
2024-03-09 09:30:00,68325.8,3925.69,487.99,148.0526,0.62456,0.167588,2.882,0.73595,0.000034968,43.128,0.1366,19.97,14.4221,10.876,443.71,6.2965,88.22,,0.0000087958,15.231,,3.0332,38.714,13.681,0.13148,11.585,2.8432,0.14212,2.149,3.4819,42.325,2.1457,1.54294,0.41262
2024-03-09 09:45:00,68345.1,3922.92,493.43,147.2506,0.62358,0.16652,2.873,0.73291,0.000034628,43.044,0.13631,19.908,14.322,10.875,442.87,6.272,88.32,,0.000008724,15.122,,2.9944,38.577,13.629,0.13158,11.496,2.8394,0.14193,2.1401,3.4906,42.051,2.1611,1.54076,0.40865
2024-03-09 10:00:00,68235.4,3914.47,491.3,146.785,0.62102,0.165444,2.872,0.73045,0.000034357,42.919,0.13585,19.852,14.144,10.755,438.52,6.275,87.75,,0.0000086183,15.009,,2.9501,38.296,13.488,0.13077,11.397,2.8169,0.14143,2.1302,3.5236,41.613,2.1357,1.54269,0.41035
2024-03-09 10:15:00,68096.1,3899.69,486.57,146.2435,0.61879,0.164533,2.835,0.72422,0.000034195,42.684,0.13572,19.731,13.9812,10.675,430.14,6.305,87.24,,0.0000085979,14.89,,2.9499,38.078,13.427,0.12973,11.339,2.8023,0.1405,2.1114,3.5415,41.384,2.1542,1.52647,0.40696
2024-03-09 10:30:00,68147.8,3909.93,486.87,146.6983,0.62089,0.165316,2.859,0.72781,0.000034441,42.89,0.1359,19.811,14.1062,10.761,429.96,6.2485,87.37,,0.0000086896,14.989,,2.9686,38.108,13.506,0.13026,11.387,2.8084,0.14053,2.1272,3.5686,41.78,2.1732,1.53835,0.40335
2024-03-09 10:45:00,68206,3908.85,486.93,147.1359,0.62201,0.165816,2.868,0.72931,0.00003445,42.897,0.13594,19.818,14.0757,10.711,431.01,6.2905,87.5,,0.0000087306,14.968,,2.9775,38.201,13.468,0.13007,11.335,2.8073,0.14063,2.1278,3.5794,41.855,2.193,1.55841,0.41031
2024-03-09 11:00:00,68179.8,3909.19,488.59,146.5037,0.62001,0.165538,2.875,0.72758,0.000034262,42.893,0.13585,19.787,14.1234,10.677,431.48,6.248,87.48,,0.0000086358,14.848,,2.9491,37.984,13.407,0.12975,11.265,2.8061,0.14077,2.1205,3.5443,41.554,2.1546,1.54561,0.40325
