time,BTCUSDT,ETHUSDT,XRPUSDT,EOSUSDT,BCHUSDT,LTCUSDT,ADAUSDT,ETCUSDT,LINKUSDT,DOGEUSDT,SOLUSDT,MATICUSDT,BNBUSDT,UNIUSDT,ICPUSDT,AAVEUSDT,XLMUSDT,ATOMUSDT,XTZUSDT,SUSHIUSDT,AXSUSDT,THETAUSDT,AVAXUSDT,SHIBUSDT,MANAUSDT,GALAUSDT,SANDUSDT,DYDXUSDT,CRVUSDT
2024-02-28 16:15:00,61460.4,3383.36,0.59779,0.8575,305.49,76.11,0.64783,29.041,20.179,0.105031,116.1415,1.0555,416.9,10.8498,13.249,107.004,0.12398,11.6,1.207,1.571,9.111,1.9919,40.783,0.000011415,0.5812,0.03941,0.5718,3.636,0.6215
2024-02-28 16:30:00,61713.1,3385.48,0.59794,0.862,307.22,76.07,0.65069,29.176,20.125,0.109104,116.1253,1.0568,418.45,10.895,13.328,107.573,0.12408,11.595,1.209,1.5753,9.2349,2.0294,40.772,0.000011627,0.5853,0.03918,0.574,3.634,0.6252
2024-02-28 16:45:00,62522.2,3427.81,0.60165,0.8648,308.41,77.32,0.65397,29.75,20.156,0.119004,116.4332,1.0631,420.3,11.067,13.286,107.814,0.12463,11.657,1.213,1.5794,9.362,1.9976,40.844,0.000012241,0.5909,0.03892,0.5771,3.63,0.6239
2024-02-28 17:00:00,63965.7,3488.15,0.60582,0.874,312.63,77.94,0.66038,30.261,20.282,0.119236,116.9963,1.0695,426.24,11.145,13.39,108.554,0.12527,11.718,1.221,1.5823,9.448,2.011,41.24,0.000012272,0.6047,0.039,0.5833,3.641,0.6314
2024-02-28 17:15:00,61949.6,3430.16,0.58789,0.8465,302.09,75.27,0.64352,29.5,19.737,0.11136,113.0767,1.0363,414.47,10.8271,12.96,105.575,0.12237,11.406,1.191,1.5253,9.1501,1.9442,39.904,0.000011527,0.5841,0.0378,0.5648,3.495,0.6097
2024-02-28 17:30:00,61385.1,3369.33,0.56735,0.8268,295.7,73.91,0.62818,28.911,19.218,0.110556,111.2936,1.0041,411.45,10.5649,12.452,103.106,0.11964,11.216,1.172,1.433,8.9324,1.9266,39.035,0.000011282,0.5691,0.03702,0.5479,3.33,0.5861
2024-02-28 17:45:00,61445.8,3342.49,0.57212,0.8304,298.22,74.12,0.62797,28.836,19.23,0.109571,114.8598,1.0083,412.16,10.5481,12.41,103.709,0.12082,11.34,1.18,1.4424,9.286,1.9518,39.359,0.000011381,0.5812,0.03789,0.552,3.34,0.5875
2024-02-28 18:00:00,60804.8,3313.92,0.56531,0.8184,294.67,73.23,0.61722,28.494,18.956,0.108007,112.3144,0.9956,407.92,10.5086,12.181,102.68,0.1188,11.14,1.16,1.4296,9.1277,1.9477,38.674,0.000011221,0.571,0.03683,0.5436,3.323,0.5775
2024-02-28 18:15:00,60305.9,3271.82,0.55988,0.81,292.81,72.76,0.60898,28.228,18.745,0.105595,110.8748,0.9852,405.92,10.3589,12.114,101.13,0.1181,11.015,1.148,1.412,8.974,1.9356,38.116,0.000010954,0.5626,0.03622,0.5331,3.259,0.57
2024-02-28 18:30:00,60669.1,3295.9,0.56239,0.8107,293.61,72.94,0.61342,28.397,18.886,0.107173,111.5374,0.9822,408.31,10.396,12.342,101.53,0.11845,11.072,1.156,1.4272,8.89,1.9178,38.192,0.00001111,0.5616,0.03628,0.536,3.262,0.575
2024-02-28 18:45:00,61155,3320.99,0.56703,0.8157,295.53,73.37,0.61965,28.697,19.025,0.10911,113.2476,0.991,409.3,10.497,12.363,102.208,0.11918,11.126,1.169,1.4381,8.9338,1.945,38.778,0.000011209,0.5716,0.03681,0.5399,3.296,0.5805
2024-02-28 19:00:00,61177.4,3315.56,0.56571,0.811,294.8,72.84,0.61906,28.62,18.951,0.110865,112.9217,0.9859,407.7,10.516,12.297,101.938,0.11916,11.096,1.162,1.4378,8.8655,1.9353,38.665,0.000011229,0.5652,0.03662,0.5357,3.286,0.5781
2024-02-28 19:15:00,61450,3325.24,0.56821,0.8148,295.55,73.32,0.62392,29.003,19.072,0.117472,113.045,0.9887,410.04,10.603,12.368,103.229,0.11982,11.137,1.164,1.4658,8.9131,1.9266,38.903,0.000011624,0.5675,0.03689,0.5372,3.318,0.5822
2024-02-28 19:30:00,60846.7,3291.72,0.56522,0.811,294.91,72.98,0.61763,28.979,18.889,0.11384,111.9915,0.9821,408.18,10.4832,12.399,102.56,0.11937,11.089,1.157,1.4656,8.835,1.9196,38.653,0.000011451,0.5633,0.03701,0.5343,3.297,0.5795
2024-02-28 19:45:00,61012.5,3301.23,0.56531,0.812,296.89,73.04,0.61875,29.089,18.893,0.113081,111.3566,0.9842,407.97,10.4674,12.545,102.59,0.11936,11.084,1.165,1.4797,8.8359,1.9233,38.557,0.000011417,0.5617,0.03725,0.5349,3.292,0.5812
2024-02-28 20:00:00,60623.5,3277.74,0.5633,0.8091,295.35,72.82,0.61556,28.889,18.842,0.112591,111.0417,0.978,405.74,10.4579,12.42,102.121,0.11881,11.069,1.159,1.4719,8.7996,1.9152,38.389,0.000011274,0.5566,0.03712,0.5326,3.278,0.5798
2024-02-28 20:15:00,59989.6,3260.9,0.56161,0.8084,294.34,72.81,0.61257,28.702,18.789,0.111985,110.7096,0.9756,405.01,10.4926,12.33,102.05,0.11864,11.06,1.158,1.4817,8.852,1.921,38.291,0.000011326,0.557,0.0371,0.5324,3.276,0.5801
2024-02-28 20:30:00,60080.8,3282.13,0.56731,0.8155,295.62,73.41,0.61811,28.976,18.94,0.113749,111.7406,0.9833,407.08,10.6481,12.448,103.487,0.11966,11.167,1.168,1.497,8.96,1.9227,38.652,0.000011425,0.5639,0.0373,0.5379,3.332,0.5864
2024-02-28 20:45:00,60453.2,3302.39,0.56862,0.8191,296.86,73.63,0.62264,29.183,19.045,0.114576,112.3617,0.9886,407.6,10.8394,12.411,103.967,0.11981,11.182,1.175,1.4923,8.981,1.9254,39.001,0.000011431,0.5664,0.0374,0.5396,3.36,0.591
2024-02-28 21:00:00,60139.4,3293.26,0.56762,0.8191,295.7,73.44,0.62156,29.065,18.966,0.113089,112.4783,0.9875,406.5,10.922,12.371,103.839,0.11974,11.162,1.172,1.493,8.959,1.9293,39.093,0.000011364,0.5677,0.03725,0.5399,3.342,0.5921
2024-02-28 21:15:00,60517,3321.18,0.57234,0.8245,296.93,73.9,0.6247,29.179,19.074,0.11486,114.1071,0.9998,408.68,10.805,12.386,104.436,0.1201,11.231,1.177,1.4935,9.1142,1.9308,39.495,0.000011478,0.5767,0.03753,0.5485,3.367,0.5972
2024-02-28 21:30:00,60533.5,3323.14,0.57179,0.8263,295.95,74,0.62752,29.211,19.14,0.114746,115.8809,1.0019,409.28,10.78,12.438,104.39,0.12003,11.278,1.179,1.4877,9.1293,1.9242,40.099,0.00001146,0.5789,0.03763,0.5551,3.375,0.596
2024-02-28 21:45:00,60593.3,3326.33,0.57283,0.8271,297.23,73.9,0.62728,29.019,19.171,0.11388,116.2945,1.0027,409.5,10.8697,12.39,104.695,0.12035,11.313,1.18,1.4909,9.177,1.9243,40.153,0.000011356,0.5822,0.03754,0.5537,3.421,0.5941
2024-02-28 22:00:00,61148.8,3343.53,0.57518,0.8271,298,74.2,0.636,29.216,19.234,0.114133,117.7258,1.007,411.44,10.8923,12.46,105.389,0.12085,11.314,1.186,1.5007,9.143,1.9233,40.799,0.000011475,0.579,0.03725,0.5547,3.454,0.596
2024-02-28 22:15:00,61390.4,3345.12,0.5761,0.8291,297.9,74.44,0.63153,29.349,19.281,0.116119,116.9177,1.0143,412.14,10.9123,12.554,105.159,0.12124,11.34,1.191,1.5032,9.0903,1.9182,40.303,0.000011602,0.5788,0.0372,0.5547,3.42,0.5968
2024-02-28 22:30:00,61296,3339.52,0.57429,0.8283,294.05,74.33,0.63015,29.162,19.185,0.115181,116.1227,1.0076,411.17,10.8368,12.54,105.459,0.12101,11.4,1.191,1.4959,9.0243,1.9257,39.997,0.000011835,0.5744,0.03739,0.5523,3.393,0.5952
2024-02-28 22:45:00,61301.3,3342.66,0.57317,0.8317,294.33,74.51,0.62975,29.173,19.2,0.115967,115.9724,1.0089,411.53,10.8281,12.544,105.129,0.12081,11.425,1.196,1.4928,9.0415,1.9282,39.941,0.000011697,0.5746,0.03749,0.5554,3.385,0.5941
2024-02-28 23:00:00,62140.5,3362.68,0.5737,0.831,294.03,74.66,0.63029,29.448,19.231,0.117875,116.3263,1.0091,413.49,10.8742,12.555,104.852,0.12077,11.444,1.201,1.4889,8.9919,1.9267,39.916,0.000011832,0.5734,0.03752,0.5527,3.395,0.5912
2024-02-28 23:15:00,62369.7,3372.96,0.57719,0.8318,297.15,75,0.63274,29.649,19.388,0.117522,117.238,1.0134,414.38,10.9166,12.59,104.95,0.12097,11.453,1.202,1.4957,9.0171,1.9238,40.18,0.000011776,0.5721,0.03768,0.5544,3.422,0.5946
2024-02-28 23:30:00,62514.9,3377.72,0.57614,0.8313,297.94,74.86,0.63162,29.734,19.4,0.116779,117.5,1.0118,415.19,10.9752,12.638,104.63,0.12081,11.461,1.205,1.4968,9.0796,1.9317,40.202,0.000011778,0.5725,0.03777,0.5547,3.42,0.5978
2024-02-28 23:45:00,62462.7,3385.87,0.57525,0.8298,296.89,74.52,0.62989,29.587,19.453,0.116033,119.5873,1.0105,414.31,10.948,12.641,104.436,0.1211,11.4,1.201,1.493,9.0436,1.9444,40.405,0.000011716,0.5716,0.03771,0.5557,3.401,0.5985
2024-02-29 00:00:00,61771.6,3385.05,0.56825,0.8308,293.41,74,0.62398,30.451,19.272,0.113924,117.749,1.0025,413.2,10.9039,12.474,103.522,0.12048,11.314,1.276,1.472,8.933,1.8798,40.417,0.000011495,0.5644,0.03709,0.5504,3.35,0.5901
2024-02-29 00:15:00,61705.7,3430.7,0.57094,0.8374,294.24,74.62,0.62912,30.616,19.56,0.113656,117.8241,1.0142,419.69,11.1079,12.571,105.683,0.12104,11.455,1.28,1.4846,8.9597,1.8859,40.969,0.000011503,0.5639,0.03787,0.5506,3.382,0.5961
2024-02-29 00:30:00,61645.3,3460.77,0.57498,0.8407,296.77,75.22,0.63427,31.223,19.706,0.113841,119.9287,1.0312,417.75,11.0492,12.699,106.297,0.12166,11.552,1.292,1.5033,9.1028,1.8861,41.404,0.000011504,0.5687,0.03806,0.556,3.435,0.6074
2024-02-29 00:45:00,61407.2,3453.53,0.57564,0.8477,296.84,75.65,0.6381,30.886,19.779,0.113225,123.2654,1.0278,415.6,10.978,12.882,106.134,0.12154,11.598,1.284,1.5158,9.0886,1.884,41.469,0.000011542,0.5694,0.03839,0.5589,3.49,0.6092
2024-02-29 01:00:00,61164,3430.16,0.57535,0.8475,297.01,75.54,0.63666,30.489,19.659,0.113322,121.817,1.0221,413.6,10.9296,12.788,105.474,0.12147,11.503,1.292,1.505,9.119,1.8752,41.332,0.00001171,0.5687,0.03886,0.5615,3.499,0.6101
2024-02-29 01:15:00,61260.3,3420.11,0.5778,0.8499,298.06,76.16,0.64477,30.606,19.665,0.113151,122.553,1.0286,413.97,10.971,13.068,106.244,0.12205,11.456,1.299,1.5146,9.1025,1.8819,41.297,0.00001173,0.5733,0.03856,0.5615,3.509,0.6145
2024-02-29 01:30:00,61527.7,3421.45,0.57961,0.8499,299.81,76.26,0.64791,30.978,19.644,0.113086,122.3742,1.0312,413.81,10.9593,13.137,106.151,0.12203,11.463,1.282,1.5182,9.0861,1.8875,41.59,0.000011689,0.574,0.03866,0.5615,3.513,0.6175
2024-02-29 01:45:00,61445.8,3420.79,0.5813,0.8491,299.26,75.99,0.64804,31.148,19.646,0.113388,123.7704,1.0332,413.79,10.9538,13.064,106.228,0.12226,11.443,1.291,1.5124,9.1219,1.8761,41.693,0.000011808,0.5747,0.03901,0.5628,3.514,0.6212
2024-02-29 02:00:00,61408.5,3415.35,0.5829,0.8506,300.13,76.16,0.64774,30.932,19.747,0.11356,123.0399,1.0318,412.79,10.972,13.051,106.49,0.12284,11.509,1.286,1.5102,9.13,1.8825,41.742,0.00001186,0.5762,0.03914,0.5671,3.557,0.6231
2024-02-29 02:15:00,61355.8,3404.04,0.57885,0.8523,298.91,76.03,0.64298,30.801,19.601,0.112627,123.0299,1.0249,411.6,10.8628,12.93,106.312,0.12242,11.452,1.286,1.5035,9.1006,1.8759,41.428,0.000011962,0.574,0.03866,0.5658,3.514,0.6203
2024-02-29 02:30:00,61544,3400.68,0.57786,0.8532,300.08,76.09,0.64155,30.773,19.534,0.112115,122.2356,1.0239,411.34,10.8507,12.844,105.804,0.12241,11.426,1.281,1.498,9.0784,1.8883,41.536,0.000011789,0.5751,0.03853,0.564,3.498,0.6204
2024-02-29 02:45:00,61810,3406.16,0.57819,0.8508,302.02,76.6,0.6412,30.763,19.481,0.112943,121.7041,1.0211,411.43,10.8589,12.803,105.54,0.12254,11.405,1.278,1.4913,9.0467,1.8837,41.528,0.000011829,0.5758,0.03825,0.5614,3.482,0.6184
2024-02-29 03:00:00,61664.7,3417.87,0.5787,0.8531,300.22,76.71,0.64273,30.793,19.559,0.113741,122.1841,1.0263,411.56,10.9104,12.961,106.088,0.12276,11.45,1.273,1.496,9.1092,1.9332,41.466,0.000011921,0.5793,0.03863,0.5655,3.525,0.6218
2024-02-29 03:15:00,61397.3,3400.41,0.57581,0.8472,298.19,76.09,0.63719,30.643,19.503,0.118166,121.8464,1.017,412.28,10.8247,12.822,105.393,0.12215,11.347,1.272,1.4918,9.04,1.9015,40.984,0.000012204,0.5727,0.03803,0.5601,3.501,0.6221
2024-02-29 03:30:00,61488.5,3410,0.5796,0.8473,299.03,76.58,0.63985,30.729,19.521,0.120721,122.3954,1.0201,411.37,10.8645,12.812,105.664,0.12267,11.379,1.272,1.4919,9.0522,1.8961,41.117,0.000012129,0.575,0.03797,0.5617,3.484,0.6196
2024-02-29 03:45:00,61618,3410.05,0.58722,0.8514,300.03,76.96,0.64314,30.614,19.497,0.124314,123.5454,1.0252,413.99,10.85,12.866,106.14,0.1234,11.43,1.272,1.5055,9.121,1.8874,41.404,0.000012335,0.5872,0.03807,0.5688,3.489,0.6273
2024-02-29 04:00:00,61587.1,3417.27,0.58459,0.8569,302.87,78.86,0.64617,30.719,19.528,0.127121,123.9063,1.0285,412.62,10.8999,12.883,106.794,0.12355,11.4,1.272,1.515,9.0982,1.8936,41.35,0.000012637,0.5868,0.03814,0.568,3.506,0.6319
2024-02-29 04:15:00,61772.5,3423.26,0.5868,0.865,317.89,81.5,0.64765,30.863,19.542,0.126807,122.9177,1.0298,413.07,10.7939,12.96,106.814,0.12424,11.395,1.264,1.5125,9.181,1.9043,41.365,0.000013214,0.5902,0.0386,0.5738,3.487,0.6295
2024-02-29 04:30:00,62200.1,3446.26,0.5916,0.8672,312.36,81.5,0.65118,31.221,19.683,0.124987,122.8575,1.0284,413.41,10.78,12.984,106.67,0.12524,11.38,1.261,1.5085,9.134,1.9012,41.291,0.000013325,0.5832,0.03829,0.5715,3.483,0.6275
2024-02-29 04:45:00,62510.6,3448.2,0.59218,0.8774,319.43,83.32,0.65749,31.244,19.767,0.128201,123.0734,1.0316,416,10.8882,12.976,106.724,0.12524,11.538,1.264,1.5211,9.1834,1.902,41.26,0.000013442,0.5855,0.0383,0.5739,3.52,0.6283
2024-02-29 05:00:00,62100.7,3440.5,0.5944,0.8731,316.65,82.56,0.65896,31.267,19.921,0.128021,123.1291,1.0352,415.11,11.107,13.038,106.372,0.12578,11.565,1.266,1.5339,9.2403,1.8954,41.389,0.000013273,0.5893,0.03895,0.5739,3.55,0.6337
2024-02-29 05:15:00,62246.2,3460.06,0.59438,0.875,316.07,82.37,0.6609,31.201,19.884,0.126872,125.4274,1.0387,414.89,11.0001,13.069,106.988,0.12571,11.613,1.272,1.5404,9.25,1.8938,41.808,0.000013014,0.5928,0.03869,0.5775,3.544,0.6307
2024-02-29 05:30:00,62235,3463.13,0.59368,0.8712,315.33,82.18,0.66071,31.082,19.84,0.129865,125.027,1.0404,414.66,11.4623,13.081,107.104,0.12563,11.613,1.272,1.5654,9.2613,1.9012,41.595,0.000013354,0.5936,0.03875,0.5779,3.554,0.6277
2024-02-29 05:45:00,62601.2,3471.53,0.59661,0.8749,318.96,83.08,0.66838,31.281,19.843,0.12803,124.1398,1.038,415.53,11.2811,13.067,106.62,0.12618,11.595,1.269,1.5378,9.309,1.906,41.554,0.000013441,0.5932,0.03836,0.5786,3.556,0.6248
2024-02-29 06:00:00,63260.9,3482.46,0.59894,0.8778,320.33,83.07,0.68058,31.262,19.938,0.129272,124.9066,1.0415,417.07,11.2273,13.044,106.841,0.127,11.647,1.275,1.532,9.3299,1.9294,41.863,0.000013531,0.5945,0.0384,0.5818,3.559,0.6227
2024-02-29 06:15:00,63188.4,3473.28,0.60488,0.8741,317.68,83.01,0.67556,31.021,19.957,0.129631,123.6848,1.0391,415.78,11.0718,12.97,106.335,0.12697,11.641,1.276,1.5243,9.275,1.9049,41.442,0.000014051,0.5923,0.0382,0.576,3.527,0.6199
2024-02-29 06:30:00,63478,3490.8,0.60531,0.8762,316.45,83.26,0.6893,31.333,20.031,0.132216,123.1483,1.0407,417.07,11.0518,12.912,106.754,0.1269,11.646,1.269,1.5194,9.274,1.8981,41.426,0.000014411,0.591,0.03821,0.5764,3.515,0.6201
2024-02-29 06:45:00,63040,3482.97,0.60109,0.8751,318.04,82.56,0.68973,31.18,20.134,0.132805,123.6846,1.0406,416.22,10.9912,12.944,107.119,0.12612,11.675,1.265,1.5219,9.2531,1.8777,41.621,0.000014238,0.586,0.03829,0.5761,3.525,0.6243
2024-02-29 07:00:00,63157.9,3471.92,0.59778,0.876,318.58,82.11,0.6953,31.078,20.111,0.132228,123.2497,1.0396,415.16,10.937,12.925,107.633,0.12614,11.649,1.262,1.5167,9.2114,1.8724,41.512,0.000014045,0.5872,0.03813,0.5755,3.508,0.6216
2024-02-29 07:15:00,62699.1,3459.2,0.58975,0.8723,314.82,81.45,0.68226,30.79,19.902,0.128285,123.9141,1.0317,413.38,10.856,12.908,107.903,0.12541,11.589,1.26,1.5213,9.189,1.8597,41.142,0.000013727,0.5846,0.03772,0.5752,3.492,0.6189
2024-02-29 07:30:00,62747.1,3464.97,0.59062,0.8816,316.74,82.11,0.6839,30.882,19.959,0.127996,124.9626,1.0322,413.47,10.8033,12.97,108.539,0.12506,11.556,1.257,1.5275,9.2634,1.8493,41.389,0.000013711,0.5839,0.03795,0.5754,3.516,0.6235
2024-02-29 07:45:00,62745.6,3470.73,0.59399,0.8805,316.91,82.33,0.68527,31.036,20.088,0.128234,125.8081,1.0395,415.14,10.8821,13.126,110.056,0.12532,11.639,1.256,1.5403,9.3789,1.8539,41.679,0.000013874,0.593,0.03834,0.5801,3.547,0.6368
2024-02-29 08:00:00,63125.3,3497.61,0.59509,0.8801,315.42,82,0.69237,31.063,19.988,0.127545,128.0743,1.0487,414.91,10.833,13.139,109.869,0.12542,11.675,1.246,1.5372,9.4156,1.8368,42.203,0.000013628,0.5928,0.03828,0.5815,3.527,0.6372
2024-02-29 08:15:00,62548.6,3467.86,0.59111,0.8832,314.72,82.1,0.69505,30.704,20.029,0.126989,128.9482,1.0418,412.73,10.8239,13.118,109.139,0.12576,11.753,1.253,1.5284,9.455,1.8495,42.422,0.000013532,0.594,0.03823,0.5849,3.548,0.6421
2024-02-29 08:30:00,62774.1,3471.64,0.59362,0.8833,316.37,82.54,0.69186,30.813,20.169,0.127526,131.4778,1.0485,413.29,10.9019,13.43,110.399,0.12612,11.811,1.256,1.5334,9.524,1.8521,43.009,0.000013794,0.5969,0.03831,0.5831,3.572,0.6413
2024-02-29 08:45:00,62857.5,3482.03,0.5976,0.8866,316.09,82.63,0.69873,30.958,20.362,0.127541,132.0518,1.0507,416.29,10.9978,13.383,110.429,0.12653,11.909,1.26,1.5423,9.5124,1.875,44.033,0.000013699,0.5983,0.03885,0.5839,3.591,0.6413
2024-02-29 09:00:00,62816.9,3480.59,0.59614,0.8904,316.81,82.31,0.69553,30.922,20.424,0.126797,131.5437,1.0601,417.17,11.0442,13.31,110.748,0.12618,11.983,1.272,1.5455,9.5633,1.8882,43.99,0.000013582,0.601,0.03926,0.5912,3.61,0.6411
2024-02-29 09:15:00,62476,3456.61,0.59131,0.883,313.6,81.73,0.6895,30.328,20.27,0.127297,130.1351,1.0507,414.07,10.9365,13.232,110.879,0.12553,11.931,1.258,1.5337,9.4046,1.8697,43.638,0.00001368,0.5939,0.03864,0.585,3.564,0.6377
2024-02-29 09:30:00,62685.6,3464.27,0.5946,0.8865,313.61,82.29,0.69624,30.396,20.285,0.128447,129.2787,1.0533,412.35,11.0113,13.28,111.07,0.12559,12.018,1.263,1.5417,9.405,1.8641,44.109,0.000013624,0.5947,0.03937,0.586,3.575,0.6429
2024-02-29 09:45:00,62750.8,3467.09,0.59567,0.8843,313.6,81.94,0.69258,30.38,20.217,0.127722,129.4014,1.0524,411.13,11.0169,13.228,111.619,0.12537,12.108,1.262,1.5415,9.3529,1.8657,43.839,0.00001363,0.594,0.03915,0.5847,3.565,0.6429
2024-02-29 10:00:00,62445.7,3456.14,0.59331,0.8759,311.48,81.68,0.68545,30.254,20.117,0.125286,128.9169,1.0443,412,10.9378,13.168,110.451,0.12487,12.177,1.259,1.5328,9.3005,1.8704,43.526,0.000013262,0.5919,0.03917,0.5823,3.539,0.6351
2024-02-29 10:15:00,62505.1,3459.52,0.5972,0.8813,313.34,82.52,0.68981,30.386,20.212,0.127808,128.6703,1.045,411.89,11.1161,13.235,112.162,0.12591,12.199,1.264,1.5494,9.3646,1.8826,43.75,0.000013645,0.5958,0.03961,0.5845,3.565,0.6472
2024-02-29 10:30:00,62589.7,3473.77,0.59956,0.8814,313.05,82.41,0.69543,30.451,20.285,0.128565,129.1278,1.0478,412.36,11.152,13.254,112.528,0.12607,12.187,1.267,1.5386,9.3942,1.8828,43.74,0.000013638,0.5938,0.03935,0.583,3.57,0.6467
2024-02-29 10:45:00,62775.9,3476.63,0.60199,0.8816,315.31,82.57,0.70339,30.502,20.315,0.129303,129.0593,1.0477,412.57,11.1582,13.268,112.682,0.12606,12.165,1.271,1.5386,9.394,1.896,43.541,0.000013853,0.5955,0.03977,0.584,3.558,0.6494
2024-02-29 11:00:00,62968.1,3481.65,0.60132,0.8813,315.36,82.81,0.69982,30.552,20.237,0.129885,129.877,1.0447,411.89,11.1405,13.217,112.381,0.12614,12.179,1.274,1.535,9.3716,1.8986,43.409,0.000013786,0.595,0.03925,0.5823,3.516,0.6487
2024-02-29 11:15:00,63056.2,3491.4,0.60007,0.8822,315.57,82.28,0.69246,30.561,20.257,0.129981,130.5,1.0505,411.74,11.3227,13.216,113.048,0.12592,12.15,1.271,1.5444,9.4164,1.9024,43.638,0.000013793,0.5968,0.03943,0.5853,3.528,0.6457
2024-02-29 11:30:00,62982.1,3518.12,0.59843,0.8788,315.02,82.24,0.69175,30.668,20.246,0.130381,129.4302,1.0553,411.62,11.2534,13.115,112.986,0.12558,12.12,1.272,1.536,9.406,1.8866,43.399,0.000013769,0.595,0.03916,0.5833,3.516,0.641
2024-02-29 11:45:00,62998.4,3518.83,0.59734,0.8765,313.67,82.11,0.692,30.579,20.116,0.129335,129.4126,1.051,410.55,11.0653,13.076,112.351,0.12518,12.042,1.262,1.5369,9.3731,1.8783,43.007,0.00001374,0.5936,0.0388,0.5813,3.49,0.6315
2024-02-29 12:00:00,62586,3469.84,0.59259,0.8685,310.09,81.3,0.68825,30.261,19.971,0.127987,128.1135,1.0414,408.84,10.9601,13.033,112.387,0.12474,11.912,1.264,1.5304,9.2889,1.8653,42.693,0.000013426,0.5902,0.03847,0.5783,3.454,0.6271
2024-02-29 12:15:00,62733.4,3477,0.59578,0.8754,310.72,81.94,0.69123,30.351,20.045,0.130422,129.0304,1.045,408.51,10.892,13.038,113.2,0.12556,11.924,1.27,1.5341,9.3395,1.8634,42.84,0.00001362,0.5958,0.03864,0.5828,3.451,0.6286
2024-02-29 12:30:00,62618.2,3465.01,0.59392,0.8729,308.87,82.42,0.69004,30.323,19.989,0.128186,128.7711,1.041,407.87,10.9462,13.153,113.07,0.12527,11.913,1.261,1.5321,9.337,1.8593,42.648,0.000013578,0.5986,0.03872,0.5846,3.445,0.6282
2024-02-29 12:45:00,62710.8,3468.04,0.59576,0.8758,310.06,82.54,0.69061,30.351,20.006,0.12665,129.5249,1.0427,407.01,10.9518,13.036,113.298,0.12549,11.888,1.262,1.5361,9.3921,1.8593,42.559,0.000013504,0.6052,0.03911,0.5867,3.453,0.6281
2024-02-29 13:00:00,62815.4,3474.62,0.59864,0.8805,308.79,82.67,0.6912,30.364,20.076,0.127332,131.2574,1.0481,408.64,10.935,13.129,112.831,0.12575,11.907,1.256,1.5327,9.4584,1.8636,42.701,0.000013545,0.618,0.0396,0.5946,3.48,0.6317
2024-02-29 13:15:00,62259.6,3460.45,0.59602,0.8785,307.59,82.49,0.68661,30.188,20.007,0.128522,131.4208,1.043,407.47,10.8319,13.092,113.015,0.12547,11.871,1.251,1.5286,9.3766,1.8666,42.715,0.000013653,0.6135,0.03951,0.5915,3.453,0.6278
2024-02-29 13:30:00,62828,3482.21,0.6026,0.8848,311.86,82.69,0.69712,30.584,20.27,0.1285,134.0272,1.0556,409.17,10.8846,13.216,114.266,0.12667,11.961,1.262,1.5531,9.4436,1.8858,43.592,0.00001389,0.6206,0.03996,0.6005,3.477,0.6322
2024-02-29 13:45:00,62983.7,3481.96,0.6039,0.8887,313.59,83.25,0.69835,30.532,20.224,0.129764,133,1.055,409.49,10.8544,13.16,113.124,0.12629,11.895,1.265,1.5455,9.493,1.8834,43.29,0.000014052,0.6273,0.04002,0.6029,3.467,0.6291
2024-02-29 14:00:00,63161.6,3480.67,0.6025,0.8885,314.04,82.9,0.69674,30.578,20.31,0.130728,133.9168,1.0587,409.92,10.9088,13.289,113.115,0.12613,11.882,1.267,1.556,9.4959,1.8909,43.724,0.000014045,0.6278,0.04014,0.6036,3.476,0.6333
2024-02-29 14:15:00,63313.7,3487.79,0.6056,0.8925,314.52,83.1,0.69936,30.639,20.343,0.132009,134.2214,1.0603,409.28,11.0154,13.28,113.013,0.12649,11.856,1.266,1.5563,9.5683,1.8915,43.742,0.000013961,0.6285,0.04021,0.6081,3.48,0.6357
2024-02-29 14:30:00,62993.7,3470.2,0.60416,0.8851,313.52,82.51,0.69336,30.439,20.242,0.12937,132.8515,1.0495,408.76,10.8566,13.171,111.431,0.12588,11.792,1.264,1.538,9.443,1.8726,43.161,0.000014046,0.6245,0.03981,0.5998,3.448,0.628
2024-02-29 14:45:00,62937.6,3471.72,0.60271,0.8906,314.16,82.97,0.69887,30.559,20.164,0.129171,131.6544,1.0503,408.55,10.8279,13.209,111.564,0.12616,11.822,1.269,1.5441,9.511,1.876,43.093,0.000014058,0.6323,0.03994,0.6018,3.471,0.6325
2024-02-29 15:00:00,62640,3466.25,0.60034,0.889,312.16,82.92,0.69971,30.537,20.152,0.130016,130.9408,1.0477,408.1,10.84,13.216,111.417,0.12634,11.89,1.269,1.5579,9.513,1.8882,43.346,0.000014093,0.6318,0.04043,0.6034,3.476,0.6347
2024-02-29 15:15:00,63219.4,3482.62,0.6063,0.8897,313.19,82.79,0.702,30.603,20.208,0.13175,132.1221,1.0514,408.97,10.8716,13.172,112.135,0.12679,11.898,1.273,1.5553,9.4802,1.8797,43.711,0.000014386,0.6279,0.03989,0.601,3.472,0.6302
2024-02-29 15:30:00,63017.7,3471.69,0.60269,0.8899,312.26,82.66,0.69635,30.492,20.147,0.131088,131.693,1.0495,407.44,10.9166,13.15,111.797,0.1264,11.855,1.272,1.5579,9.53,1.874,43.682,0.000014304,0.6193,0.03972,0.5961,3.462,0.6242
